"题目","朝代","作者","内容","来源","词牌"
"神我赞美你","","台湾福音书房","神我赞美你⏎差遣你的爱子⏎钉死十架流宝血⏎使我得称义⏎哈利路亚 荣耀归神⏎哈利路亚 阿们⏎哈利路亚 荣耀归神⏎感谢你大恩⏎神我赞美你⏎差遣你的爱子⏎钉死十架流宝血⏎使我得称义⏎哈利路亚 荣耀归神⏎哈利路亚 阿们⏎哈利路亚 荣耀归神⏎感谢你大恩⏎神我赞美你⏎差遣你的爱子⏎钉死十架流宝血⏎使我得称义⏎哈利路亚 荣耀归神⏎哈利路亚 阿们⏎哈利路亚 荣耀归神⏎感谢你大恩⏎哈利路亚 荣耀归神⏎哈利路亚 阿们⏎哈利路亚 荣耀归神⏎感谢你大恩","语料库",""
"北京颂歌","","黑鸭子","洪源 词 田光、傅晶 曲⏎灿烂的朝霞,⏎升起在金色的北京,⏎庄严的乐曲,⏎道着祖国的黎明⏎啊，⏎北京啊北京，⏎祖国的心脏⏎团结的象征，⏎人民的骄傲,⏎胜利的保证。⏎各族人民把你赞颂，⏎你是我们心中的一颗明亮的星⏎火红的太阳,⏎照耀在中南海上⏎伟大的首都,⏎你是毛主席居住的地方⏎啊，⏎北京啊北京，⏎大庆红旗向你飞舞，⏎大寨红花向你开放。⏎捷报来自边疆海防，⏎喜讯传遍村镇城乡。⏎啊,⏎北京啊北京⏎我们的红心和你一起跳动⏎我们的热血和你一起沸腾⏎你迈开巨人的步伐⏎带领我们奔向美好的前程","语料库",""
"祈祷文","","黑鸭子","这是为在灾难中受过痛苦和失去生命的众生挥洒出来的旋律这是希望远离灾难和痛苦而谱写出来的音域左手代表智慧右手代表福音让双手紧紧交融合十在一起默默的祈祷和祝福祈祝全人类所有灾难消失遗迹祈祝我们的世界和平安泰希望我们的一切一切吉祥如意默默的默默的⏎喇嘛啦加索切桑杰啦加索切曲啦加索切根堆啦加索切喇嘛意当共求松啦加索切喇嘛啦加索切桑杰啦加索切曲啦加索切根堆啦加索切喇嘛意当共求松啦加索切⏎喇嘛啦加索切桑杰啦加索切曲啦加索切根堆啦加索切喇嘛意当共求松啦加索切","语料库",""
"蜗牛与黄鹂鸟","","李依娃","阿门阿前一棵葡萄树⏎阿嫩阿嫩绿的刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿喜阿喜哈哈在笑他⏎葡萄成熟还早得很哪⏎现在上来干什么⏎阿黄阿黄鹂呀不要笑⏎等我爬上它就成熟了⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿的刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿喜阿喜哈哈在笑他⏎葡萄成熟还早得很哪⏎现在上来干什么⏎阿黄阿黄鹂呀不要笑⏎等我爬上它就成熟了⏎阿树阿上两只黄鹂鸟⏎阿喜阿喜哈哈在笑他⏎葡萄成熟还早得很哪⏎现在上来干什么⏎阿黄阿黄鹂呀不要笑⏎等我爬上它就成熟了","语料库",""
"可忘不可忘","","左小祖咒","无法摆脱这样的一个事实⏎寻找欢笑 乐趣 生计⏎爱你的同时就相信不了自己⏎我的魂儿呀离开了我的身体⏎不用怀疑 你创造了自己⏎哭了一整天 用你的方式⏎我也不知道是什么东西⏎反正是一堆苦甜酸涩的玩意儿 喔喔⏎人世间可忘掉的又不可忘掉的是鸡鸡⏎人世间可吃掉的又不可吃掉的是鸡鸡⏎人世间可忘掉的又不可忘掉的是鸡鸡⏎人世间可吃掉的又不可吃掉的是鸡鸡⏎怎样地咳嗽才能忘掉你⏎怎样地哼哼才能忘不掉你⏎占一个相当大的比例⏎在梦里遇见你在夜里想起你 喔喔⏎人世间可忘掉的又不可忘掉的是鸡鸡⏎人世间可吃掉的又不可吃掉的是鸡鸡⏎人世间可忘掉的又不可忘掉的是鸡鸡⏎人世间可吃掉的又不可吃掉的是鸡鸡⏎人世间可忘掉的又不可忘掉的是鸡鸡⏎人世间可吃掉的又不可吃掉的是鸡鸡⏎上帝啊 我的上帝⏎这是怎么回事 这是怎么回事啊⏎人世间可忘掉的又不可忘掉的是鸡鸡⏎人世间可吃掉的又不可吃掉的是鸡鸡⏎这是怎么回事 这是怎么回事啊⏎上帝啊 我的上帝啊","语料库",""
"阿门","","容祖儿","我不觉得 热恋中的你存心去玩⏎大家都针对你 一起感叹 情侣是我拣⏎我只觉得 大家得不到才对你红着眼⏎什么很滥 什么不滥 真爱是拆不散⏎入夜后让你我 说声阿门⏎记得我们 落力结伴⏎随时随地一双成对 有心人更不满⏎即使我们错 不比他们多⏎太爱你也许会难过⏎回头恨你 又是否好结果⏎不想我难过 除非肯答应我⏎明年今夜至少跟我 自助餐上同座⏎唱活一首情歌 求大家给你认错⏎爱你爱到往日朋友不敢分享⏎当然不敢想像你会感激鼓掌⏎如若偏坦得到回报 但愿我值得拿勋章⏎我不觉得 用心相拥会全身糜烂⏎大家都审判你 天不开眼 游戏任你玩⏎我只觉得 大家得不到才对你红着眼⏎漫天子弹 朦起双眼 都会为你分担⏎入夜后让你我 说声阿门⏎记得我们 落力结伴⏎随时随地一双成对 我依然会自满⏎即使我们错 不比他们多⏎太爱你也许会难过⏎回头恨你 又是否好结果⏎不想我难过 除非肯答应我⏎明年今夜至少跟我 自助餐上同座⏎唱活一首情歌 求大家给你认错","语料库",""
"有谁来爱我(live)_-_live","","泳儿","谁来爱我⏎有这么好悲惨爱歌⏎记得你总在播⏎到现时亦爱听么⏎甜言听过⏎你以哄骗天份拍拖⏎每句话何曾真实过⏎失去或比得到更多⏎更怕我是人⏎染有听歌的瘾⏎被段段文字奏出情感⏎对旧伤口牵引⏎每段悲歌都残忍⏎情歌 全为听者伤得更多⏎逃避你依靠新一个⏎而难度太高估计错⏎谁来爱我 我亦会躲⏎何苦 忘掉你竟等于扑火⏎但没法再度 和好 如初⏎害怕到我讲声阿门庇佑我⏎谁来爱我⏎与最凶狠歌词切磋⏎每个字完全攻陷我⏎想按键删走所有歌⏎慨叹我是人⏎染有听歌的瘾⏎被段段文字奏出情感⏎对旧伤口牵引⏎每段悲歌都残忍⏎情歌 全为听者伤得更多⏎逃避你依靠新一个⏎而难度太高估计错⏎谁来爱我 我亦会躲⏎何苦 忘掉你竟等于扑火⏎但没法再度 和好 如初⏎害怕到我讲声阿门庇佑我⏎连乐句也有毒性⏎爱变了病症⏎无能力觉醒⏎情歌 全为听者伤得更多⏎逃避你依靠新一个⏎而难度太高估计错⏎谁来爱我 又是折磨⏎何苦 如像阿当得到禁果⏎没办法放下 难舍 如初⏎害怕到我讲声阿门庇佑我","语料库",""
"爱的祷告","","郭富城","# 像没有去路 心似跌进荒岛⏎爱已经枯竭 完全没有朝露⏎「安好！」⏎爱你的一切 你却永不知道⏎Ha 爱的祷告 背坐床前仍想透露⏎Ha 爱的苦恼 在我心  千尺高⏎令我心痛 变得苍老⏎为何从前热爱却偏停步 没法进一步⏎逼不得已凝住爱慕 从此消失 相爱地图⏎迷迷糊糊是我这刻爱情路⏎没法再披露心中的爱仍是你吧⏎却不知怎去弥补！⏎像没有去路 心似跌进荒岛⏎爱已经枯竭 完全没有朝露⏎「安好！」⏎爱你的一切 你却永不知道⏎Ha 爱的祷告 背坐床前仍想透露⏎Ha 爱的苦恼 在我心  千尺高⏎令我心痛 变得苍老⏎为何从前热爱却偏停步 没法进一步⏎逼不得已凝住爱慕 从此消失 相爱地图⏎迷迷糊糊是我这刻爱情路⏎没法再披露心中的爱仍是你吧⏎却不知怎去弥补⏎无人明  是我痛苦程度⏎达至那一度⏎彷佛将爱遗在马路⏎才知分开真正糊涂⏎情人回来伴我再走前路⏎令我再骄傲轻轻⏎亲我重拾爱慕 再将恋曲配乐谱","语料库",""
"手把树儿栽+蜗牛与黄鹏鸟+天凉好个秋","","韩宝仪","蜗牛与黄鹂鸟⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿地刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿嘻阿嘻哈哈在笑它⏎葡萄成熟还早地很哪⏎现在上来干什么⏎阿黄阿黄你呀不要笑⏎等我爬上它就成熟了⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿地刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿嘻阿嘻哈哈在笑它⏎葡萄成熟还早地很哪⏎现在上来干什么⏎阿黄阿黄你呀不要笑⏎等我爬上它就成熟了⏎阿树阿上两只黄鹂鸟⏎阿嘻阿嘻哈哈在笑它⏎葡萄成熟还早地很哪⏎现在上来干什么⏎阿黄阿黄你呀不要笑⏎等我爬上它就成熟了","语料库",""
"赞美","","张雨生","我想写一首诗⏎一首白话的诗⏎简单到每个字⏎都获得生命的真挚⏎我们酷爱的诗⏎还有我们驰骋的痴⏎老实的写进去⏎我猜我写完后⏎会沾沾自喜⏎我任一层意念⏎你全部都能了解⏎春天初弹的芽⏎或是秋天绿挺的叶⏎活跳跳⏎在你的眼前⏎看那春夏秋冬⏎世界是如此的美⏎管他悲欢离合⏎人间是如此的美⏎有太多要学⏎我想写一首词⏎一首古意的词⏎铿锵有韵音间⏎象征了生命的无畏⏎心间长存的善⏎还有温暖慈爱笑靥⏎一天天⏎一年年⏎从来不知疲倦⏎我猜你收到后⏎会洋洋得意⏎我每一层转念⏎从走不出你心眉⏎骄傲洁白的月⏎或是丝丝细雨缠绵⏎娇滴滴⏎轻悄悄⏎在你的身边⏎看那春夏秋冬⏎四季轮回⏎世界是如此的美⏎有太多要学⏎管他悲欢离合⏎阴晴圆缺⏎人间是如此的美⏎有太多要学⏎你不能埋怨⏎合声∶我想写一首诗⏎一首白话的诗⏎我想写一首词⏎一首古意的词⏎简单到每个字⏎都获得生命的真挚⏎我们酷爱的诗⏎还有我们驰骋的痴⏎我想写一首诗","语料库",""
"神化","","郑秀文","Pop⏎真的吗⏎一个游耶路撒冷⏎好玩吗⏎不畅谈来日太晚⏎不想说⏎不必说⏎竟斗胆邀请一起晚饭⏎骨啃进心里停留在脊背⏎可惜你经已沦落未再配⏎共对的盛会⏎用我纤瘦发誓不会⏎纵有神迹开你路⏎神话早不想再遇到⏎耶和华在世⏎恋火今天也拉倒⏎耶苏降临提醒世人提不醒你⏎神话可化震怒⏎耶稣降临提醒世人提醒起我⏎神经质未残酷⏎神于七天之间才让世界可创造⏎谁知不消一刻给你败坏太糊涂⏎神抽不到空就末让我化身去做⏎巴不得声带破裂来泄我愤怒","语料库",""
"四郎探母.坐宫","","瑞鸣唱片","呀~⏎【西皮流水】⏎听他言吓得我浑身是汗⏎十五载到今日才吐真言⏎原来是是杨家将把名姓改换⏎他思家乡想骨肉不得团圆⏎我这里走向前再把礼见⏎驸马！⏎【西皮流水】⏎早晚间休怪我言语怠慢⏎不知者不怪罪你的海量放宽⏎公主啊！⏎【西皮快板】⏎我和你好夫妻恩德不浅⏎贤公主又何必礼仪太谦⏎杨延辉有一日愁眉得展⏎誓不忘贤公主恩重如山⏎(铁镜)说什么夫妻情恩德不浅⏎咱与你隔南北千里姻缘⏎因何故终日里愁眉不展⏎有什么心腹事你只管明言⏎(延辉)非是我这几日愁眉不展⏎有一桩心腹事不敢明言⏎萧天佐摆天门两国交战⏎老娘亲押粮草来到北番⏎我有心回宋营见母一面⏎怎奈我身在番不能过关⏎(铁镜)你那里休得要巧言改辩⏎你要拜高堂母咱不阻拦⏎(延辉)公主虽然不阻拦⏎无有令箭怎过关?⏎(铁镜)有心赠你金鈚箭⏎怕你一去就不回还⏎(延辉)公主赐我金鈚箭⏎见母一面即刻还⏎(铁镜)宋营离此路途远⏎一夜之间你怎能够还?⏎(延辉)宋营离此路途远⏎快马加鞭一夜还⏎(铁镜)适才叫咱盟誓愿⏎你也对天就表一番⏎喔~⏎【西皮快板】⏎公主叫我盟誓愿⏎双膝跪在地平川⏎我若探母不回转……⏎怎么样啊？⏎罢！⏎【西皮摇板】⏎黄沙盖脸尸骨不全⏎言重了！⏎【西皮流水】⏎一见驸马盟誓愿⏎咱家才把心放宽⏎你到后宫乔改扮⏎【西皮摇板】⏎来令箭你好出关呐!⏎【西皮快板】⏎(延辉)公主去盗金鈚箭⏎不由本宫喜心间⏎站立宫门叫小番⏎【西皮散板】⏎爷的千里战马扣连环⏎爷好过关","语料库",""
"我祈祷","","黎明","我偶尔也会心感到有些恐惧⏎我偶尔也想某天到教堂去⏎每天有太多可怕的事⏎昨天有人无端端结束生命⏎今天还找不到尸体⏎每天有太多遗憾的事⏎更遗憾的我无法告诉你⏎明天你会在哪里⏎我祈祷每一天的每一秒⏎都不会害怕会失去自己⏎未来有迹可寻⏎我祈祷每一天的每一秒⏎都不会害怕会迷失自己⏎未来在我手里⏎我偶尔也会感到有些不确定⏎我偶尔也想做些事安抚情绪⏎我要我不后悔我做的事⏎也不要再难过过去发生的事⏎从自己开始⏎我要我只做我想做的事⏎时间不容许我在乎太多的事⏎从现在开始⏎我偶尔也会乞求上帝保佑你","语料库",""
"那可不一定","","莫文蔚","那可不一定 那可不一定⏎认不认真也不一定有样本⏎有样本也不保证就不失真⏎那可不一定⏎不失真也不一定会得分⏎会得分也不保证就有可能⏎反正不一定⏎没票根 没剧本⏎别研究 成分⏎对称不对称⏎对等不对等⏎没天份 有戏份⏎气氛会 冷⏎你要的是发问⏎还是要下文⏎Oh 别说永远 好像说阿门⏎Oh 谁要沉稳 安稳的灰尘⏎那可不一定 那可不一定⏎其实谨慎也不一定不放任⏎不放任也不保证就会单纯⏎那可不一定⏎再单纯也不一定不凶猛⏎不凶猛也不保证就不认真⏎反正不一定⏎没有可能 也会有本能⏎反正不一定⏎合不合身 反正都是我的分身⏎反正不一定⏎Oh 别说永恒 好像说阿门⏎Oh 谁要沉稳 安稳的灰尘⏎那可不一定⏎Uh~uh 猜不到 给你一个惊喜⏎在我心里 你真是了不起⏎莫文蔚你的声音让我感觉⏎Wu`yi那个唱腔像Silk一样⏎一直Till the break of dawn...⏎其实谨慎也不一定不放任⏎不放任也不保证就会单纯⏎那可不一定⏎再单纯也不一定不凶猛⏎不凶猛也不保证就不认真⏎反正不一定⏎没有可能 也会有本能⏎反正不一定⏎合不合身 反正都是我的分身⏎反正不一定⏎Oh 别说永恒 好像说阿门⏎Oh 谁要沉稳 安稳的灰尘⏎那可不一定⏎Oh 别说永恒 好像说阿门⏎Oh 谁要沉稳 却没有过程⏎痛快的过程⏎Oh 别说永恒 好像说阿门⏎Oh 谁要沉稳 却没有过程⏎那可不一定","语料库",""
"伤心教堂","","梅艳芳","--梅艳芳--⏎慢慢步入这间教堂⏎模糊地热泪已不禁⏎两边坐满了嘉宾⏎纷纷带着笑等⏎伴着步伐奏起了琴⏎他给我轻吻⏎刺眼的钻戒才接近⏎悲哀渗入了心⏎七彩色的玻璃⏎影出伤悲偷偷想你⏎(冰冷内心的你)⏎烛光一点起嘉宾之中⏎偷偷再想看真你⏎(失意目光的你)⏎过去你太放任 放弃爱与责任⏎披起婚纱我带着伤感⏎I love you still 是缺憾⏎静静坐着每一个人⏎流露着羡慕已不禁⏎这刻盖上了婚纱⏎心充满罪恶感⏎滴着热泪我心已沉⏎假装作兴奋⏎挚友都快慰同靠近⏎祝福快乐这生⏎说句你爱我吧 说句你爱我吧⏎不想一生也带着灰暗⏎Music......⏎愿你愿你莫再等⏎现在未日渐接近⏎别坐在凳故作冷感⏎别让日后悔恨⏎说句你爱我吧  赶走伤感气氛⏎说句你爱我吧  一起相拥这生⏎I always will...","语料库",""
"荣耀的释放","","奚秀兰","我曾被罪恶锁链之束缚⏎我真像奴仆不得自由⏎但耶稣断开我一切锁链⏎荣耀之释放我就获得⏎荣耀之释放奇妙之释放⏎我再无罪恶束缚痛苦⏎荣耀释放者是救主耶稣⏎从今到永远使我释放⏎我曾被罪恶锁链之束缚⏎我真像奴仆不得自由⏎但耶稣断开我一切锁链⏎荣耀之释放我就获得⏎荣耀之释放奇妙之释放⏎我再无罪恶束缚痛苦⏎荣耀释放者是救主耶稣⏎从今到永远使我释放⏎荣耀之释放奇妙之释放⏎我再无罪恶束缚痛苦⏎荣耀释放者是救主耶稣⏎从今到永远使我释放⏎我曾被罪恶锁链之束缚⏎我真像奴仆不得自由⏎但耶稣断开我一切锁链⏎荣耀之释放我就获得⏎荣耀之释放奇妙之释放⏎我再无罪恶束缚痛苦⏎荣耀释放者是救主耶稣⏎从今到永远使我释放","语料库",""
"教堂的钟声","","蔡小虎","教堂的钟声⏎2012-08-09⏎今夜冷风吹来微微 清香的花味 想起着你⏎彼当时情意绵绵 无顾朋友的反对⏎现此时 孤单吐着大悸⏎双人枕头边冷吱吱 情海变卦拆分开 要问天⏎我哭出声是为按怎 我心块痛是为着啥⏎教堂的钟声 新郎呒是我⏎我心肝内若万刀割 受伤的孔嘴缝袂密⏎教堂的钟声 祝福你好命 悲伤留乎我⏎今夜冷风吹来微微 清香的花味 想起着你⏎彼当时情意绵绵 无顾朋友的反对⏎现此时 孤单吐着大悸⏎双人枕头边冷吱吱 情海变卦拆分开 要问天⏎我哭出声是为按怎 我心块痛是为着啥⏎教堂的钟声 新郎呒是我⏎我心肝内若万刀割 受伤的孔嘴缝袂密⏎教堂的钟声 祝福你好命 悲伤留乎我⏎我哭出声是为按怎 我心块痛是为着啥⏎教堂的钟声 新郎呒是我⏎我心肝内若万刀割 受伤的孔嘴缝袂密⏎教堂的钟声 祝福你好命 悲伤留乎我⏎追求着永远的豪记音乐，拒绝改变....","语料库",""
"边疆颂歌","","宋祖英","都说边疆诗情画意⏎哪知边疆历经风雨⏎都说边疆风景秀丽⏎哪知边疆也有潮落潮起⏎乌苏里的朝霞染透天宇⏎帕米尔的落日燃烧如炬⏎呼伦贝尔的传说充满情意⏎界碑那边还有好多世代邻居⏎爱她裹着沃野千里⏎爱她护着神州大地⏎爱她流动着丰收的旋律⏎爱她永远飘扬的红旗⏎都说边疆诗情画意⏎哪知边疆历经风雨⏎都说边疆风景秀丽⏎哪知边疆也有潮落潮起⏎喜马拉雅山脉龙盘虎踞⏎澜沧江的流水奔腾不息⏎丝绸之路的故事充满神奇⏎界河这边还有好多姐妹兄弟⏎爱她裹着沃野千里⏎爱她护着神州大地⏎爱她流动着丰收的旋律⏎爱她永远飘扬的红旗⏎爱她裹着沃野千里⏎爱她护着神州大地⏎爱她流动着丰收的旋律⏎爱她永远飘扬的红旗⏎爱她永远飘扬的红旗","语料库",""
"蜗牛与黄鹂鸟","","陈进","蜗牛与黄鹂鸟－陈进⏎2008.03.21⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿的刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿喜阿喜在笑他⏎葡萄成熟还早得很哪⏎现在上来干什么⏎阿黄阿黄你呀不要笑⏎等我爬上它就成熟了⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿的刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿喜阿喜在笑他⏎葡萄成熟还早得很哪⏎现在上来干什么⏎阿黄阿黄你呀不要笑⏎等我爬上它就成熟了⏎阿门阿前一棵葡萄树⏎阿嫩阿嫩绿的刚发芽⏎蜗牛背着那重重的壳呀⏎一步一步地往上爬⏎阿树阿上两只黄鹂鸟⏎阿喜阿喜在笑他⏎葡萄成熟还早得很哪⏎现在上来干什么⏎阿黄阿黄你呀不要笑⏎等我爬上它就成熟了⏎End","语料库",""
"祈祷","","梦之旅","---梦之旅合唱组合---⏎让我们敲希望的钟呀⏎多少祈祷在心中⏎让大家看不到失败⏎叫成功永远在⏎让地球忘记了转动呀⏎四季少了夏秋冬⏎让宇宙关不了天窗⏎叫太阳不西冲⏎让欢喜代替了哀愁呀⏎微笑不会再害羞⏎让时光懂得去倒流⏎叫青春不开溜⏎让贫穷开始去逃亡呀⏎快乐健康留四方⏎让世间找不到黑暗⏎幸福像花儿开放⏎让世间找不到黑暗⏎幸福像花儿开放⏎---End---","语料库",""
"北京颂歌","","梦之旅","灿烂的朝霞 升起在金色的北京⏎庄严的乐曲 报道着祖国的黎明⏎啊...⏎北京啊北京 祖国的心脏⏎团结的象征 人民的骄傲 胜利的保证⏎各族人民把你赞颂⏎你是我们心中的一颗明亮的星⏎火红的太阳 照耀在中南海上⏎伟大的首都 你是毛主席居住的地方⏎啊...⏎北京啊北京⏎大庆红旗向你飞舞,大寨红花向你开放⏎捷报来自边疆海防 喜讯传遍村镇城乡⏎啊～～北京啊，北京～～⏎我们的红心和你一起跳动 我们的热血和你一起沸腾⏎你迈开巨人的步伐 带领我们奔向 美好的前程","语料库",""
"衷心赞美","","梦之旅","---梦之旅合唱组合---⏎皎洁的月亮高挂天上⏎把大地照得明亮⏎美丽的椰树迎风招展⏎它静静在歌唱⏎美丽可爱的童年⏎你叫我多么怀想⏎我衷心歌唱 歌唱心中的爱情⏎优美的歌声荡漾 赞美大地平静⏎欢乐的海水在合唱⏎它歌颂美丽的大自然⏎绿油油的树叶低垂⏎这是和平的家乡⏎四周一片银光 使我怀念故乡⏎美丽的椰树迎风招展⏎它静静在歌唱⏎美丽可爱的童年⏎我衷心歌唱 歌唱心中的爱情⏎优美的歌声荡漾 赞美大地平静⏎欢乐的海水在合唱⏎它歌颂美丽的大自然⏎绿油油的树叶低垂⏎这是和平的家乡⏎你叫我多么怀想⏎我衷心歌唱 歌唱心中的爱情⏎优美的歌声荡漾 赞美大地平静⏎欢乐的海水在合唱⏎它歌颂美丽的大自然⏎绿油油的树叶低垂⏎这是和平的家乡⏎---End---","语料库",""
"颂歌献给毛主席","","梦之旅","颂歌献给毛主席⏎东海扬波红日升⏎南岭起舞飘彩云⏎珠穆朗玛雪峰献哈达⏎草原上赞歌唱不尽⏎啊…毛主席 亲爱的毛主席⏎大江南北留下了您的足迹⏎五湖四海回响着您的声音⏎您指引革命航船乘风破浪⏎您和各族人民心连心⏎红梅傲雪报新春⏎高山松柏万年青⏎马列主义光辉普天照⏎毛泽东思想暖人心⏎啊…毛主席 亲爱的毛主席⏎教导我们团结起来争取胜利⏎亿万人民斗志昂扬心向北京⏎我们高举起革命的红旗⏎我们永远跟您战斗前进⏎马列主义光辉普天照⏎毛泽东思想暖人心⏎啊…毛主席 亲爱的毛主席⏎教导我们团结起来争取胜利⏎亿万人民斗志昂扬心向北京⏎我们高举起革命的红旗⏎我们永远跟您战斗前进","语料库",""
"茫然","","腾格尔","夜风带着哨音⏎远处传来阵阵悦耳声⏎有一个弯曲的影子⏎摇晃在街的尽头⏎上帝啊，你在哪里？⏎天堂啊，你在哪里？⏎上帝啊，你在哪里？⏎天堂啊，你在哪里？⏎上帝啊，你在哪里？⏎天堂啊，你在哪里？⏎唷.......⏎上帝啊，你在哪里？⏎天堂啊，你在哪里？⏎上帝啊，你在哪里？⏎天堂啊，你在哪里？⏎唷.......⏎上帝啊，你在哪里？⏎天堂啊，你在哪里？⏎上帝啊，你在哪里？⏎天堂啊，你在哪里？⏎唷.......","语料库",""
"赞美诗","","腾格尔","我们是相同的血缘⏎共有一个家⏎黄皮肤的旗帜上写着中华⏎我们是相同的血缘⏎共有一个家⏎黄皮肤的旗帜上写着中华⏎盘古开天到如今⏎有多少荣辱和犹患⏎泪可以流 血可以洒⏎头却不能低下⏎头却不能低下⏎哎嘿哎嘿哎哎嘿哎嘿哟⏎泪可以流 血可以洒⏎头却不能低下⏎我们从蹒跚的冬夜⏎走向春的朝霞⏎脚步象沉重的鼓点在大地上敲打⏎最痛苦的土壤⏎会生出最幸福的希望⏎树要吐绿 草要发芽⏎古莲也要开花⏎古莲也要开花⏎哎嘿哎嘿哎哎嘿哎嘿哟⏎树要吐绿 草要发芽⏎古莲也要开花⏎树要吐绿 草要发芽⏎古莲也要开花","语料库",""
"我主耶稣真好","","约书亚乐团","我要赞美耶和华⏎那永不止息的慈爱⏎你的恩典每早晨 都更新⏎每一日我都看见⏎你信实的爱环绕我⏎我一生年日 永不离开⏎我主耶稣真好 祂实在真美好⏎更古今日直到永远 我主耶稣真好⏎耶稣祂对你真正好 耶稣祂对我真正好⏎昨日今日一直到永远 祂真美好⏎我要赞美耶和华⏎伊的爱永远不息⏎每一日拢赏赐恩典满满⏎我要赞美耶和华⏎伊的信实到万代⏎搁有应允一生祙离开我⏎救主耶稣真好 伊实在真正好⏎伊对永远 到永远 我主耶稣真好⏎耶稣祂对你真正好 耶稣祂对我真正好⏎早时此时 永远到永远 祂真正好","语料库",""
"主你是我们的太阳","","约书亚乐团","在祢的宝座前 天使聚集赞美⏎荣耀 永远属于祢⏎万国万口万邦 穿着洁白衣裳⏎我们前来 向主歌唱⏎我们献上全心的赞美⏎归于至高全能大君王⏎我们的声音 述说祢的荣耀⏎祢的慈爱 直到永远⏎我们献上生命的敬拜⏎渴慕能够更多亲近祢⏎蒙恩的儿女 歌颂祢的美好⏎欢迎祢的国度 降临这土地⏎在祢的同在里 我们扬声敬拜⏎爱慕 颂赞 不停息⏎昔在今在永在 万世尊崇爱戴⏎为要诉说 祢的爱⏎我们献上全心的赞美⏎归于至高全能大君王⏎我们的声音 述说祢的荣耀⏎祢的慈爱 直到永远⏎我们献上生命的敬拜⏎渴慕能够更多亲近祢⏎蒙恩的儿女 歌颂祢的美好⏎欢迎祢的国度 降临⏎哈利路亚 哈利路亚⏎哈利路亚 荣耀都归于祢⏎哈利路亚 哈利路亚⏎哈利路亚 荣耀都归于祢⏎我们献上全心的赞美⏎归于至高全能大君王⏎喔 我们的声音 述说祢的荣耀⏎祢的慈爱 直到永远⏎我们献上生命的敬拜⏎渴慕能够更多亲近祢⏎蒙恩的儿女 歌颂祢的美好⏎欢迎祢的国度 降临这土地⏎蒙恩的儿女 歌颂祢的美好⏎欢迎祢的国度 降临这土地","语料库",""
"耶稣基督我救主","","约书亚乐团","耶稣基督我救主⏎胜过这世上万物⏎祝福的泉源在我心⏎涌流直到永远⏎耶稣基督我救主⏎胜过这世上万物⏎祝福的泉源在我心⏎涌流直到永远⏎一切的恩赐 皆是祢所赐⏎平安 爱 喜乐 涌流入江河⏎耶稣基督我救主⏎胜过这世上万物⏎祝福的泉源在我心⏎涌流直到永远⏎耶稣基督我救主⏎胜过这世上万物⏎祝福的泉源在我心⏎涌流直到永远⏎一切的恩赐 皆是祢所赐⏎平安 爱 喜乐 涌流入江河⏎耶稣基督我救主⏎胜过这世上万物⏎祝福的泉源在我心⏎涌流直到永远⏎耶稣基督我救主⏎约书亚乐队","语料库",""
"献上赞美祭","","约书亚乐团","让我们欢欣歌唱⏎让我们赞美呼喊⏎祢使我抬起头来⏎坚固磐石我敬拜⏎唱一首救赎之歌⏎我不能不歌唱 就是现在⏎主 祢爱何等伟大⏎主 祢奇妙的作为⏎主 我们向祢献上赞美祭⏎让我们来敬拜祢⏎惊叹充满着我心⏎祢爱拯救我生命⏎祢属我 我也属祢⏎唱一首救赎之歌⏎我不能不歌唱 就是现在⏎主 祢爱何等伟大⏎主 祢奇妙的作为⏎主 我们向祢献上赞美祭⏎用 我的全心全意⏎唱 你的慈爱怜悯⏎主 我们向祢献上赞美祭⏎让我真心的称义⏎献上赞美祭⏎让我们来敬拜祢⏎惊叹充满着我心⏎祢爱拯救我生命⏎祢属我 我也属祢⏎祢属我 我也属祢⏎祢属我 我也属祢⏎主 祢爱何等伟大⏎主 祢奇妙的作为⏎主 我们向祢献上赞美祭⏎用 我的全心全意⏎唱 你的慈爱怜悯⏎主 我们向祢献上赞美祭⏎用我全心全意⏎献上赞美祭⏎给你我主","语料库",""
